T_feed,P_feed,z_benzene,reflux_ratio,stages,feed_stage,bottoms_flow,xD,xB,QC,QR
121.86338860820744,1.1656770702250396,0.2571708200160978,4.146965802433317,13.0,4.0,50.40828261318818,0.7323623681278356,0.0153412066710625,363.6914475812314,-373.0050679537494
89.45970677799184,1.638305654875691,0.3649482216123685,4.224858758501008,27.0,3.0,52.20249684150129,0.7636350133473404,0.0177049845231104,508.301599919818,-306.09460429272656
115.17216293948525,1.8438825496626017,0.626729768899136,4.901157178411683,29.0,18.0,46.2606635328328,0.9871946156225888,0.1267028234967462,636.0419809781555,-250.29641359300308
101.4839851944616,1.8106784892972647,0.4521483783313924,3.934965342461884,18.0,9.0,77.32085647893904,0.7825626591656594,0.0194007854418677,626.1302670044975,-251.5101047557113
120.57213259514543,1.4362413245706205,0.6083263425866874,3.0594271886568265,21.0,10.0,59.54174641920852,0.9787574407699924,0.0959712763274,634.4350143546477,-250.29598061262212
117.3500935196723,1.6844016029621458,0.4625022583046395,4.470627476538618,19.0,7.0,56.62432986510966,0.7983458103888186,0.0210060465748134,626.611346691762,-251.4284648439444
84.89467845990977,1.156025940282785,0.5334268707707756,2.0682447384360785,26.0,15.0,44.24055272559304,0.8997918615812237,0.0389763738998551,629.9048236815756,-250.7790453313588
104.956137900403,1.7515553609848848,0.3756979402131992,4.8044602418622855,22.0,24.0,52.76441437785831,0.765925552055517,0.0178983045868702,523.0070250451535,-299.2820035791466
115.1772216561589,1.336013927415914,0.4032758182035474,3.139056024813807,15.0,16.0,74.24305086666871,0.771353679561518,0.01836947631642,560.9526308489276,-281.6982636043875
90.24532340038536,1.91631772292765,0.3137182530921414,4.377823950069324,13.0,23.0,21.529864840636968,0.7509923622265273,0.0166900330712648,438.911513302002,-338.2246541989989
121.42726359853418,1.1887161012528762,0.3914188060606215,3.939897529084051,15.0,9.0,54.05847623758987,0.7690944888557927,0.0181708978401248,544.5990179632043,-289.2773857374178
113.57606516678706,1.937533486875513,0.4391806593743936,2.92830406866542,25.0,16.0,21.54181399599118,0.7775617314077281,0.0189304818432308,610.8683029844261,-258.5565387025364
90.66013888564883,1.6383795290136935,0.3629151951232571,2.3784484610467804,11.0,18.0,55.57187175559411,0.7631898497542545,0.0176677449219261,505.5257214049979,-307.38045189538155
113.72794769046494,1.1248371897010854,0.5775017087232239,2.54687520350538,14.0,12.0,38.82067868484208,0.9527508595424068,0.0629675125555892,632.2572034375631,-250.4076731928133
94.84480804488584,1.880399348226775,0.2841565460870318,4.6697968638184495,28.0,21.0,65.94073026432112,0.7420824555361267,0.0160249218403015,399.3614957002733,-356.51828811303653
104.5599079489203,1.2832616028232748,0.4841424887474057,3.843612520615472,28.0,5.0,67.02650612752842,0.8306653742484851,0.0249941270337745,627.6060422501852,-251.24315236402407
103.21637812619464,1.4961918501225493,0.3572774574126169,1.7126115052110875,17.0,14.0,20.89487691006741,0.7619407758139246,0.017563856878856,497.8317291452968,-310.9443545149104
109.6998427245778,1.5538266297107717,0.2899487861700084,4.9987501152875495,16.0,14.0,42.10791120154674,0.743943166266929,0.0161607341542107,407.0816337132839,-352.947979248164
126.23103363279728,1.5924578948726245,0.2932962415271731,2.5138365831464555,23.0,22.0,58.93836962095972,0.7449918305535611,0.0162379987815651,411.549460743952,-350.88151722696034
91.01541368177926,1.05939073020154,0.2743120117489979,2.5867298264184475,20.0,13.0,72.13051350012095,0.7387777035695225,0.0157876790671668,386.2715552473309,-362.5706839605505
89.97650217461792,1.788333092273124,0.3642472148862792,3.348906970333604,12.0,16.0,43.99183597794367,0.7634819578115086,0.0176921680087668,507.34426201850806,-306.53806853803326
81.654305117274,1.5902046580466451,0.26220583756872,2.550452012054909,12.0,3.0,45.766595183630805,0.7344465338872556,0.0154841718825405,370.2281158203594,-369.986667006868
95.2768304812522,1.3486449389314907,0.2917143315907077,2.099038286308444,13.0,18.0,31.429663249814013,0.7444986460200611,0.0162015960758034,409.4375279656515,-351.85835041263874
103.7003090475977,1.760668673353107,0.5057962057302736,1.7936957819376396,27.0,15.0,65.16197236808665,0.8619288597649394,0.0301029993871186,628.6006569470668,-251.04289480351983
101.57735209738428,1.498229376163558,0.2055525504527515,2.2011490052366387,29.0,24.0,33.90877174307628,0.6013881844475567,0.0090024521065519,361.13708622310986,-372.872485860218
94.3228761765782,1.2221110226040222,0.2138021865833413,4.753289540598842,24.0,3.0,48.50104095005578,0.6231204021179616,0.0097865388489475,361.5635281756452,-372.9088913272223
97.97827954708822,1.5949383820210783,0.5224663525287505,1.8003728843661817,18.0,19.0,45.07548344201044,0.8850887155752547,0.0350708499271558,629.3795171222674,-250.88362441377143
108.6182109386995,1.0366809650144804,0.3075537034902538,2.568432320522546,20.0,8.0,30.32354570270861,0.7492577917030313,0.0165573347990374,430.62724552091646,-342.0586656868551
115.48672854681364,1.07772934232191,0.2393578417342551,4.033703670664753,16.0,17.0,25.44431959295364,0.6886211982118626,0.0127161977434081,362.8242481632348,-372.9872062247406
116.38496830792144,1.7874271333562488,0.3531860330773575,1.9083435591069555,29.0,24.0,79.32750585491068,0.7609973591167258,0.0174859789476213,492.2700282687961,-313.52018081928685
100.69208772135184,1.9527718313000848,0.4148601860621292,1.859268239066496,17.0,16.0,31.58937106910141,0.7734533431726819,0.0185562797632301,576.9944545897885,-274.2625765649864
111.13044575160175,1.0719833954592768,0.3539987752085527,2.7892823599803216,14.0,22.0,23.389632503329267,0.76118500060595,0.0175014287109806,493.3752055451922,-313.0083335093111
129.13747878207988,1.0900235733342452,0.610167462849964,1.3400894839728312,23.0,10.0,45.24666172463887,0.9798411646821342,0.098665944417126,634.5872429031348,-250.29503245151656
124.05382058372906,1.9375249648226247,0.6030882257495929,3.8596045302912607,19.0,16.0,32.20142830663296,0.9753582881009764,0.0887981966552063,634.0156580707461,-250.30169652189895
120.22134202618588,1.8364741453823072,0.7038722623006703,4.38497352031444,27.0,12.0,37.90862645978058,0.9967129471216905,0.2984222267728887,642.5803230016306,-249.77746694603775
83.4271252301452,1.0635948737616572,0.4275358559369737,4.901537242770738,21.0,18.0,34.208227605795244,0.7756415829326735,0.0187541455525565,594.6173186333273,-266.09261067835445
111.05034343095552,1.1834817716154622,0.5581885281371366,1.9176075138361748,25.0,17.0,58.649480327390165,0.9310369341540732,0.0503747238360706,631.1610433122027,-250.55439436541567
104.6517122056797,1.820364610842073,0.2371385568021108,1.434383356095592,15.0,17.0,35.16726359256943,0.6830514693506069,0.012426622577762,362.7177333893463,-372.9822269730303
93.36986588738836,1.212668971869949,0.5183163995720594,4.074775844423163,12.0,16.0,23.4510841396689,0.8794073509657385,0.0337337021158049,629.1837777402538,-250.92340354990728
120.36065489473116,1.9243250692403688,0.3014720460429264,2.754331085149876,26.0,15.0,23.929992754511485,0.7474666362072769,0.0164218907488733,422.48717635989726,-345.82517023370224
